crisno,crisname,actor,gwname,gwcode,coder1,coder2,coder3,agreement,side,notes
471,CRIMEA-DONBASS,trilateral contact group on ukraine,,,no_side,no_side,side_B,0,no_side,"Russia is established as a crisis actor early on (""The removal of Yanukovych on 22 February 2014 sparked a crisis for Russia. Russia feared that Ukraine would leave its sphere of influence and become a NATO ally."") 

France and Germany threatened new sanctions at one point, but there is no sign that Russia felt threatened by these sanctions (the narrative states that sanctions were seen as ineffective). Thus France and Germany are no_side. 

""Trilateral contact group on Ukraine"" seems a non-state actor, so should be dropped, right?

U.S. involvement is limited to: ""advised Ukraine to not engage Russia militarily but also imposed economic sanctions on Russia. The sanctions were widely viewed as ineffective. In
addition, the U.S. provided funds, military training, and military equipment – not including weapons – to Ukraine during the crisis."" These points out a difference between criteria 2 and 3. It is established that Russia feels ""a threat to basic national values"" to meet Criteria 2. However, that is different then Criteria 3 which requires ""at least one of the states perceives that the other has directed a threatening or hostile action against it"". USA actions may be supporting a threat to Russia's basic national values (right to control Ukraine), but I would be hard pressed to say that the United States directed a threatening action again Russia. United States is a no_side. "
471,CRIMEA-DONBASS,ukraine,UKR,369,side_B,side_B,side_B,1,side_B,"Russia is established as a crisis actor early on (""The removal of Yanukovych on 22 February 2014 sparked a crisis for Russia. Russia feared that Ukraine would leave its sphere of influence and become a NATO ally."") 

France and Germany threatened new sanctions at one point, but there is no sign that Russia felt threatened by these sanctions (the narrative states that sanctions were seen as ineffective). Thus France and Germany are no_side. 

""Trilateral contact group on Ukraine"" seems a non-state actor, so should be dropped, right?

U.S. involvement is limited to: ""advised Ukraine to not engage Russia militarily but also imposed economic sanctions on Russia. The sanctions were widely viewed as ineffective. In
addition, the U.S. provided funds, military training, and military equipment – not including weapons – to Ukraine during the crisis."" These points out a difference between criteria 2 and 3. It is established that Russia feels ""a threat to basic national values"" to meet Criteria 2. However, that is different then Criteria 3 which requires ""at least one of the states perceives that the other has directed a threatening or hostile action against it"". USA actions may be supporting a threat to Russia's basic national values (right to control Ukraine), but I would be hard pressed to say that the United States directed a threatening action again Russia. United States is a no_side. "
471,CRIMEA-DONBASS,united states,USA,2,no_side,no_side,side_B,0,no_side,"Russia is established as a crisis actor early on (""The removal of Yanukovych on 22 February 2014 sparked a crisis for Russia. Russia feared that Ukraine would leave its sphere of influence and become a NATO ally."") 

France and Germany threatened new sanctions at one point, but there is no sign that Russia felt threatened by these sanctions (the narrative states that sanctions were seen as ineffective). Thus France and Germany are no_side. 

""Trilateral contact group on Ukraine"" seems a non-state actor, so should be dropped, right?

U.S. involvement is limited to: ""advised Ukraine to not engage Russia militarily but also imposed economic sanctions on Russia. The sanctions were widely viewed as ineffective. In
addition, the U.S. provided funds, military training, and military equipment – not including weapons – to Ukraine during the crisis."" These points out a difference between criteria 2 and 3. It is established that Russia feels ""a threat to basic national values"" to meet Criteria 2. However, that is different then Criteria 3 which requires ""at least one of the states perceives that the other has directed a threatening or hostile action against it"". USA actions may be supporting a threat to Russia's basic national values (right to control Ukraine), but I would be hard pressed to say that the United States directed a threatening action again Russia. United States is a no_side. "
472,CHINESE OIL RIG,china,CHN,710,side_A,side_A,side_A,1,side_A,
472,CHINESE OIL RIG,vietnam,DRV,816,side_B,side_B,side_B,1,side_B,
472,CHINESE OIL RIG,taiwan,TAW,713,no_side,no_side,no_side,1,no_side,
472,CHINESE OIL RIG,united states,USA,2,no_side,no_side,no_side,1,no_side,
473,INDIA-PAKISTAN BORDER FIRING,india,IND,750,side_A,side_A,side_A,1,side_A,
473,INDIA-PAKISTAN BORDER FIRING,pakistan,PAK,770,side_B,side_B,side_B,1,side_B,
475,KOREAN LAND MINE,north korea,PRK,731,side_A,side_A,side_A,1,side_A,"Low level actions by United States. U.S. does take joint military exercises with South Korea, which North Korea leadership 'called for “full combat readiness” in response', but that seems a constant reaction even pre-crisis. U.S. is no_side. "
475,KOREAN LAND MINE,south korea,ROK,732,side_B,side_B,side_B,1,side_B,"Low level actions by United States. U.S. does take joint military exercises with South Korea, which North Korea leadership 'called for “full combat readiness” in response', but that seems a constant reaction even pre-crisis. U.S. is no_side. "
475,KOREAN LAND MINE,united states,USA,2,side_B,no_side,side_B,0,no_side,"Low level actions by United States. U.S. does take joint military exercises with South Korea, which North Korea leadership 'called for “full combat readiness” in response', but that seems a constant reaction even pre-crisis. U.S. is no_side. "
476,TURKEY-RUSSIA JET INCIDENT,denmark,DEN,390,no_side,side_B,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,france,FRN,220,no_side,side_B,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,germany,GFR,260,no_side,side_B,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,italy,ITA,325,no_side,no_side,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,luxembourg,LUX,212,no_side,side_B,no_side,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,russia,RUS,365,side_A,side_A,side_A,1,side_A,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,saudi arabia,SAU,670,no_side,no_side,no_side,1,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,spain,SPN,230,no_side,no_side,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,syria,SYR,652,side_A,no_side,no_side,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,syrian opposition,,,side_B,no_side,no_side,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,turkey,TUR,640,side_B,side_B,side_B,1,side_B,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,united kingdom,UKG,200,no_side,side_B,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
476,TURKEY-RUSSIA JET INCIDENT,united states,USA,2,no_side,side_B,side_B,0,no_side,"By the narrative, U.S., UK, France, Germany, and Denmark meet criteria 2
""The downing of the jet also initiated crises for several NATO members—the U.S., United Kingdom, France, Germany, and Denmark. These five states had already committed or were soon to commit military personnel to direct involvement in the Syrian theater, and therefore feared that any escalation could draw them into potentially lethal conflict with Russia due to their Article V commitments of mutual defense.""

These states then deploy some forces, but it not clear that Russia ever see the movements as a threatening or hostile action against it. After the deployments are described, the next action by Russia is to fire ""a warning shot at a Turkish vessel in the Aegean Sea, in what was widely regarded as retaliation for the downing of the Russian jet.""

Here is the extent of Spain, and Italy's involvement. Without any other threat, does not meet criteria 3. 
""NATO held an important three-day Foreign Ministers meeting beginning on 30 November and decided to augment Turkey’s maritime and air defenses. The U.S. agreed to keep the USS Donald Cook—an anti-ballistic missile and air defense vessel—in the region. Germany and Denmark each committed to deploying a naval ship to the eastern Mediterranean. Denmark’s vessel was intended to counter the Russian S-400 system and to protect Turkey from any electronic intelligence gathering. Italy agreed to provide additional air-defense missile systems, and Spain agreed to extend the presence of its Patriot missile systems, which were already in Turkey as part of an earlier agreement.""

Here is the extent of Luxembourg, clearly a no_side. 
""Press reports also began to appear in mid-February in which some NATO member government officials—especially Luxembourg, Germany, and France—said that they were not interested in defending Turkey if it provoked a war with Russia.""

Syria Opposition is not a state, so should be dropped as an actor.

Syria is in an ongoing crisis during this, but this incident between Russia and Turkey does not seem to be contributing to Syria's ongoing crisis. In the narrative, Syria is always described as a place or a theatre and never as an actor, thus it's involvement in this crisis seems purely geographical. In terms of the criteria, it does not seem that this incident led Syria to perceive ""a heightened probability of military hostilities"". It is a no_side. "
